TEAM,NATIONALITY,POSITION,AGE,POTENTIAL,NAME
Real Salt Lake ,England,Defensa central,33,Bueno,Nedum Onuoha
Bristol City ,Wales,Defensa central,35,Bueno,Ashley Williams
Wolverhampton Wanderers ,England,Portero,33,Bueno,John Ruddy
Sydney FC ,Germany,Mediocampista ofensivo,33,Bueno,Alexander Baumjohann
Paris FC ,France,Mediocampista ofensivo|Delantero central|Extremo (Extremo izquierdo),33,Bueno,Jérémy Ménez
Nottingham Forest ,England,Mediocampista defensivo|Mediocampista central,35,Bueno,Ben Watson
Club Atlético River Plate ,Uruguay,Delantero,38,Bueno,Juan Manuel Olivera
Livorno ,Argentina,Defensa central,35,Bueno,Matías Silvestre
1. FC Union Berlin ,Germany,Defensa lateral (lateral derecha),33,Bueno,Ken Reichel
Toronto FC ,Belgium,Defensa central,34,Bueno,Laurent Ciman
MSV Duisburg ,Germany,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,33,Bueno,Moritz Stoppelkamp
SD Huesca ,Spain,Defensa lateral,36,Bueno,Pedro López
Kayserispor ,Romania,Defensa central|Mediocampista defensivo,36,Bueno,Cristian Sapunaru
Paris FC ,France,Portero,37,Bueno,Vincent Demarconnay
Albacete BP ,Spain,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),35,Bueno,Susaeta
CD Lugo ,Spain,Mediocampista defensivo|Mediocampista central,37,Bueno,Seoane
Arsenal de Sarandí ,Argentina,Defensa lateral (lateral derecha),38,Bueno,Emiliano Papa
Club Atlético Banfield ,Argentina,Defensa lateral|Mediocampista central,37,Bueno,Jonás Gutiérrez
Denizlispor ,Turkey,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),29,Bueno,Özgür Çek
Fortuna Düsseldorf ,Germany,Portero,36,Bueno,Michael Rensing
Nottingham Forest ,England,Defensa central,36,Bueno,Michael Dawson
Elche CF ,Spain,Delantero|Mediocampista ofensivo|Delantero central,40,Bueno,Nino
FC Dallas ,Switzerland,Defensa lateral (lateral derecha)|Defensa central,34,Bueno,Reto Ziegler
Sassuolo ,Italy,Portero,39,Bueno,Gianluca Pegolo
Ascoli ,Italy,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho)|Mediocampista central,36,Bueno,Simone Padoin
Blackburn Rovers ,England,Mediocampista defensivo|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),36,Bueno,Stewart Downing
Real Salt Lake ,United States,Mediocampista defensivo|Mediocampista central,38,Bueno,Kyle Beckerman
West Bromwich Albion ,England,Mediocampista defensivo|Mediocampista central,39,Bueno,Gareth Barry
SK Slavia Praha ,Ivory Coast,Defensa central,23,Bueno,Mohamed Tijani
SK Slavia Praha ,Czech Republic,Defensa central,19,Muy bueno,David Zima
Feyenoord ,Slovakia,Delantero,20,Muy bueno,Róbert Bozeník
Sporting Kansas City ,Israel,Mediocampista central|Mediocampista ofensivo,26,Bueno,Gadi Kinda
Urawa Red Diamonds ,Brazil,Delantero,23,Bueno,Leonardo
Cruz Azul ,Ecuador,Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,26,Bueno,Jonathan Borja
Free Agents ,Egypt,Defensa lateral,24,Bueno,Mohamed Hany
CS Emelec ,Ecuador,Mediocampista lateral|Extremo (Extremo derecho),24,Bueno,Robert Burbano
Coquimbo Unido ,Venezuela,Mediocampista lateral,26,Bueno,Andrés Montero
Club Nacional de Football ,Uruguay,Mediocampista central,23,Bueno,Agustín González
Unión de Santa Fe ,Uruguay,Mediocampista defensivo,27,Bueno,Sebastián Assís
SK Slavia Praha ,Czech Republic,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista central,23,Bueno,Lukas Provod
Club Alianza Lima ,Argentina,Defensa central|Mediocampista defensivo,29,Bueno,Carlos Beltrán
Deportivo Binacional ,Peru,Delantero|Extremo (Extremo derecho),25,Bueno,Aldair Rodríguez
Barcelona Guayaquil ,Ecuador,Defensa lateral|Mediocampista lateral,21,Bueno,Byron Castillo
Sociedad Deportiva Aucas ,Ecuador,Extremo (Extremo izquierdo),28,Bueno,Carlos Arboleda
LDU Quito ,Ecuador,Defensa central,27,Bueno,Moisés Corozo
LDU Quito ,Uruguay,Mediocampista lateral,30,Bueno,Matías Zunino
Liverpool Fútbol Club ,Uruguay,Mediocampista lateral|Mediocampista ofensivo,22,Muy bueno,Agustín Ocampo
Guaraní (Paraguay) ,Paraguay,Mediocampista defensivo|Mediocampista central,22,Muy bueno,Jorge Morel
Club Libertad ,Argentina,Delantero,28,Bueno,Adrián Martínez
Club Sol de América ,Uruguay,Mediocampista ofensivo,31,Bueno,Hernán Novick
Vitória Guimarães ,Brazil,Delantero,24,Bueno,Bruno Duarte
Sporting Charleroi ,Jamaica,Delantero,23,Bueno,Shamar Nicholson
Free Agents ,Cameroon,Defensa lateral|Defensa central,24,Bueno,Joyskim Dawa Tchakonte
Montpellier Hérault SC ,France,Mediocampista central,18,Muy bueno,Joris Chotard
LOSC Lille ,Portugal,Defensa central,20,Muy bueno,Tiago Djaló
1. FC Köln ,Germany,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),20,Muy bueno,Ismail Jakobs
SD Ponferradina ,Spain,Defensa lateral,26,Bueno,Son
AEK Athens ,Greece,Portero,27,Bueno,Giorgos Athanasiadis
Pisa ,Italy,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),30,Bueno,Francesco Lisi
Portimonense SC ,Brazil,Defensa central,25,Bueno,Willyan
Al Raed ,Morocco,Defensa lateral|Defensa central|Mediocampista defensivo,31,Bueno,Jalal Daoudi
SC Heerenveen ,Netherlands,Defensa central,20,Bueno,Sven Botman
CF Fuenlabrada ,France,Delantero|Mediocampista ofensivo,22,Muy bueno,Randy Nteka
Free Agents ,Ecuador,Portero,30,Bueno,José Borgueray
Rio Ave FC ,Portugal,Defensa lateral (lateral derecha),22,Bueno,Pedro Amaral
Columbus Crew SC ,Costa Rica,Mediocampista lateral,21,Bueno,Luis Díaz
CD Tenerife ,Spain,Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,21,Muy bueno,Álex Bermejo
RSC Anderlecht ,Serbia,Delantero,20,Muy bueno,Dejan Joveljic
Real Racing Club ,France,Mediocampista lateral (Mediocampista derecho),23,Bueno,Enzo Lombardo
Futebol Clube de Famalicão ,Brazil,Delantero,22,Bueno,Anderson Oliveira
Brentford ,Turkey,Delantero|Delantero central,20,Muy bueno,Halil Dervisoglu
SC Paderborn 07 ,Germany,Defensa central,20,Bueno,Luca Kilian
Club América ,Paraguay,Mediocampista central,24,Bueno,Richard Sánchez
Fotbal Club FCSB ,Romania,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),24,Bueno,Ionu? Pan?îru
U Craiova 1948 Club Sportiv ,Romania,Extremo (Extremo izquierdo),20,Bueno,Valentin Mihaila
Fotbal Club FCSB ,Romania,Defensa central|Mediocampista defensivo,26,Bueno,Iulian Cristea
Fotbal Club Boto?ani ,Romania,Defensa central,21,Muy bueno,Andrei Chindri?
Fotbal Club FCSB ,Romania,Defensa central,26,Bueno,Andrei Miron
Fotbal Club FCSB ,Romania,Defensa lateral|Mediocampista lateral,31,Bueno,Valentin Cre?u
Club Sol de América ,Paraguay,Mediocampista defensivo|Mediocampista lateral (Mediocampista derecho)|Mediocampista central,26,Bueno,Diego Valdez
Colón de Santa Fe ,Argentina,Defensa lateral,21,Bueno,Alex Vigo
SV Zulte Waregem ,Ghana,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),22,Bueno,Gideon Mensah
Sparta Praha ,Slovakia,Defensa lateral (lateral derecha)|Defensa central,22,Muy bueno,Dávid Hancko
ESTAC Troyes ,Mali,Defensa lateral|Defensa central,23,Bueno,Boubakar Kouyaté
Club Unión Magdalena S.A ,Colombia,Delantero,22,Muy bueno,Ricardo Márquez
SC Paderborn 07 ,Germany,Delantero|Mediocampista lateral,28,Bueno,Kai Pröger
Once Caldas ,Paraguay,Portero,31,Bueno,Gerardo Ortiz
FC Sochaux-Montbéliard ,Senegal,Mediocampista defensivo|Mediocampista central,26,Bueno,Ousseynou Thioune
Monterrey ,Ivory Coast,Delantero,22,Bueno,Aké Loba
Ajax ,Burkina Faso,Delantero,19,Muy bueno,Lassina Traoré
San Lorenzo de Almagro ,Paraguay,Delantero,24,Bueno,Adam Bareiro
Toulouse Football Club ,France,Defensa lateral|Defensa central,19,Muy bueno,Bafodé Diakité
Oita Trinita ,Japan,Defensa central,23,Bueno,Tomoki Iwata
Vissel Kobe ,Japan,Delantero,30,Bueno,Noriaki Fujimoto
RSC Anderlecht ,Belgium,Extremo (Extremo derecho)|Extremo (Extremo izquierdo),18,Muy bueno,Jérémy Doku
Delfín Sporting Club ,Ecuador,Delantero,28,Bueno,Jhon Cifuente
Independiente del Valle ,Ecuador,Defensa lateral (lateral derecha),28,Bueno,Beder Caicedo
R. Valladolid CF ,Ecuador,Delantero|Extremo (Extremo izquierdo),21,Muy bueno,Stiven Plaza
SV Zulte Waregem ,Belgium,Defensa central,19,Muy bueno,Ewoud Pletinckx
Free Agents ,Bolivia,Delantero|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),22,Bueno,Henry Vaca
River Plate ,Argentina,Mediocampista defensivo,21,Muy bueno,Santiago Sosa
Yokohama F·Marinos ,Japan,Defensa central,24,Bueno,Shinnosuke Hatanaka
Vissel Kobe ,Japan,Delantero|Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,25,Bueno,Kyogo Furuhashi
Angers SCO ,Algeria,Mediocampista lateral,23,Bueno,Farid El Melali
R. Valladolid CF ,Spain,Defensa central,23,Muy bueno,Javi Sánchez
AD Alcorcón ,Spain,Delantero|Mediocampista central|Mediocampista ofensivo,26,Bueno,Stoichkov
LAFC ,Ecuador,Defensa lateral (lateral derecha),21,Bueno,Diego Palacios
Manchester City ,Spain,Defensa central,19,Muy bueno,Eric García
En Avant Guingamp ,Haiti,Delantero,25,Bueno,Frantzdy Pierrot
Independiente ,Uruguay,Mediocampista defensivo|Mediocampista central,22,Bueno,Carlos Benavídez
Viktoria Plzen ,Nigeria,Extremo (Extremo derecho),24,Bueno,Ubong Ekpai
SV Sandhausen ,Germany,Delantero|Mediocampista lateral,29,Bueno,Kevin Behrens
RCD Espanyol ,Spain,Mediocampista lateral,22,Bueno,Pipa
CD Lugo ,Spain,Mediocampista defensivo|Mediocampista lateral (Mediocampista derecho)|Mediocampista central,23,Bueno,Álex López
Real Madrid ,Spain,Defensa central|Extremo|Extremo (Extremo izquierdo),22,Muy bueno,Javi Hernández
Santos Laguna ,Ecuador,Mediocampista lateral,25,Bueno,Eryc Castillo
KV Oostende ,Zambia,Delantero|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),23,Bueno,Fashion Sakala
CD Tondela ,Honduras,Mediocampista ofensivo|Extremo (Extremo derecho)|Extremo (Extremo izquierdo),23,Bueno,Jonathan Toro
Junior FC ,Colombia,Defensa lateral (lateral derecha),23,Bueno,Gabriel Fuentes
Cittadella ,Italy,Defensa central,24,Bueno,Domenico Frare
Piast Gliwice ,Spain,Delantero|Mediocampista lateral (Mediocampista derecho),28,Bueno,Jorge Félix
Racing Club de Lens ,Serbia,Defensa central,26,Bueno,Aleksandar Radovanovic
Górnik Zabrze ,Spain,Mediocampista lateral (Mediocampista derecho),26,Bueno,Jesús Jiménez
Rayo Vallecano ,Spain,Defensa central,25,Bueno,Catena
Paris FC ,Guinea,Defensa central,30,Bueno,Ousmane Kanté
RCD Mallorca ,Spain,Defensa lateral|Defensa lateral (lateral derecha),29,Bueno,Fran Gámez
RC Deportivo ,Spain,Defensa lateral|Defensa central,20,Muy bueno,Mujaid
VfB Stuttgart ,Croatia,Defensa lateral (lateral derecha),22,Bueno,Borna Sosa
FC Lugano ,Switzerland,Portero,24,Bueno,Noam Baumann
IFK Göteborg ,Georgia,Mediocampista ofensivo|Delantero central|Extremo (Extremo izquierdo),24,Bueno,Giorgi Kharaishvili
Monarcas Morelia ,Colombia,Defensa central,21,Muy bueno,José Ortíz
U Craiova 1948 Club Sportiv ,Bosnia & Herzegovina,Delantero,25,Bueno,Elvir Koljic
América de Cali ,Colombia,Defensa central|Mediocampista defensivo,24,Bueno,Felipe Jaramillo
Junior FC ,Colombia,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),22,Bueno,Edwuin Cetre
Racing Club de Lens ,France,Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),26,Bueno,Gaëtan Robail
CD Palestino ,Chile,Defensa lateral|Defensa central,26,Bueno,Guillermo Soto
Vélez Sarsfield ,Argentina,Defensa lateral (lateral derecha)|Extremo|Extremo (Extremo izquierdo),21,Muy bueno,Francisco Ortega
Aberdeen ,Scotland,Mediocampista defensivo|Mediocampista central|Mediocampista ofensivo,20,Muy bueno,Lewis Ferguson
Brescia ,Slovakia,Mediocampista ofensivo|Extremo (Extremo derecho),23,Bueno,Nikolas Špalek
Salerno ,Brazil,Defensa lateral (lateral derecha),26,Bueno,Felipe Curcio
UD Las Palmas ,Argentina,Mediocampista central|Mediocampista ofensivo,24,Bueno,Federico Varela
Patriotas Boyacá FC ,Colombia,Mediocampista lateral (Mediocampista derecho)|Mediocampista central,23,Bueno,Daniel Mantilla
SV Werder Bremen ,United States,Delantero|Extremo (Extremo derecho),20,Muy bueno,Josh Sargent
spusu SKN St. Pölten ,Jamaica,Delantero,28,Bueno,Cory Burke
Marítimo ,Guinea Bissau,Defensa lateral|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),26,Bueno,Nanu
RSC Anderlecht ,Belgium,Extremo (Extremo izquierdo),20,Bueno,Francis Amuzu
Sparta Rotterdam ,Netherlands,Mediocampista lateral|Mediocampista central,22,Bueno,Abdou Harroui
Club Tijuana ,Mexico,Defensa lateral (lateral derecha)|Extremo|Extremo (Extremo izquierdo),22,Bueno,Aldo Cruz
CD Mirandés ,France,Defensa central,21,Muy bueno,Modibo Sagnan
Havre Athletic Club ,France,Mediocampista defensivo|Mediocampista central,21,Muy bueno,Pape Gueye
FC København ,Denmark,Delantero,21,Bueno,Jonas Wind
Delfín Sporting Club ,Ecuador,Delantero,30,Bueno,Carlos Garcés
Pachuca ,Ecuador,Delantero|Mediocampista lateral (Mediocampista derecho),25,Bueno,Romario Ibarra
LOSC Lille ,United States,Delantero|Mediocampista lateral (Mediocampista derecho),20,Muy bueno,Timothy Weah
FC Dallas ,United States,Delantero|Mediocampista central|Mediocampista ofensivo,19,Muy bueno,Jesus Ferreira
CS Emelec ,Ecuador,Delantero,35,Bueno,Roberto Ordoñez
Fotbal Club FCSB ,Romania,Mediocampista central|Mediocampista ofensivo|Extremo (Extremo derecho),21,Muy bueno,Olimpiu Moru?an
Kaizer Chiefs ,South Africa,Defensa lateral|Defensa lateral (lateral derecha),22,Bueno,Reeve Frosler
OGC Nice ,France,Portero,23,Bueno,Yannis Clementia
Colón de Santa Fe ,Argentina,Delantero|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),21,Bueno,Tomás Chancalay
Atlético Tucumán ,Argentina,Mediocampista lateral|Mediocampista central|Mediocampista ofensivo,24,Bueno,Leonardo Heredia
Club Nacional de Football ,Uruguay,Mediocampista defensivo|Mediocampista central,23,Bueno,Felipe Carballo
Deportivo Toluca ,Ecuador,Delantero,24,Bueno,Michael Estrada
RC Strasbourg Alsace ,France,Mediocampista defensivo|Mediocampista central,33,Bueno,Jérémy Grimm
SK Rapid Wien ,Austria,Defensa central|Mediocampista defensivo|Mediocampista central,22,Bueno,Dejan Ljubicic
RC Celta ,Nigeria,Delantero,23,Bueno,Emmanuel Apeh
Sivasspor ,Turkey,Mediocampista central|Mediocampista ofensivo,25,Bueno,Mert Hakan Yandas
Gil Vicente FC ,Brazil,Defensa central,24,Bueno,Rodrigão
Olympique Lyonnais ,France,Delantero,20,Muy bueno,Amine Gouiri
Argentinos Juniors ,Uruguay,Defensa lateral,33,Bueno,Jonathan Sandoval
Chievo Verona ,Italy,Mediocampista ofensivo,19,Muy bueno,Emanuel Vignato
Salerno ,Morocco,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista central,22,Muy bueno,Sofian Kiyine
Chiavari ,Italy,Mediocampista central,28,Bueno,Andrea Settembrini
Venezia ,Italy,Mediocampista lateral|Mediocampista central,24,Bueno,Luca Fiordilino
Brescia ,Czech Republic,Defensa lateral|Defensa lateral (lateral derecha),24,Bueno,Aleš Mateju
Denizlispor ,Portugal,Defensa lateral,31,Bueno,Tiago Lopes
FC Sion ,Switzerland,Mediocampista defensivo|Mediocampista central,21,Muy bueno,Bastien Toma
R. Sporting ,Spain,Mediocampista defensivo|Mediocampista central,22,Muy bueno,Nacho Méndez
Sampdoria ,Italy,Defensa lateral (lateral derecha),25,Bueno,Tommaso Augello
SK Sturm Graz ,Austria,Defensa central|Mediocampista defensivo|Mediocampista central,24,Bueno,Ivan Ljubic
Fotbal Club FCSB ,Romania,Defensa lateral|Mediocampista defensivo|Mediocampista central,26,Bueno,Ovidiu Popescu
Cracovia ,Ukraine,Defensa central,31,Bueno,Oleksiy Dytyatev
Tigres U.A.N.L. ,Mexico,Defensa central,24,Bueno,Eduardo Tercero
Trabzonspor ,Ghana,Delantero|Mediocampista lateral|Mediocampista ofensivo,26,Bueno,Caleb Ekuban
1. FC Nürnberg ,Slovakia,Delantero,26,Bueno,Adam Zrelák
Club León ,Argentina,Defensa central,29,Bueno,Ramiro González
Stade Rennais FC ,France,Defensa central,23,Bueno,Gerzino Nyamsi
SD Huesca ,Spain,Mediocampista lateral|Extremo (Extremo derecho),21,Bueno,Jordi Mboula
KSV Cercle Brugge ,Ivory Coast,Defensa lateral|Defensa central,23,Bueno,Kouadio-Yves Dabila
Portimonense SC ,Portugal,Extremo (Extremo izquierdo),26,Bueno,Aylton Boa Morte
Montpellier Hérault SC ,France,Defensa central|Extremo|Extremo (Extremo izquierdo),21,Muy bueno,Nicolas Cozza
Fotbal Club Viitorul Constan?a ,Romania,Defensa lateral (lateral derecha)|Mediocampista central,28,Bueno,Cristian Ganea
VfB Stuttgart ,Germany,Defensa central|Mediocampista defensivo|Mediocampista central,23,Bueno,Atakan Karazor
Fenerbahçe SK ,Turkey,Defensa central,27,Bueno,Sadik Çiftpinar
Medipol Basaksehir FK ,Nigeria,Mediocampista defensivo|Mediocampista central,23,Bueno,Okechukwu Azubuike
TSV Hartberg ,Slovenia,Mediocampista central|Mediocampista ofensivo,30,Bueno,Rajko Rep
Lecce ,Slovenia,Mediocampista central,28,Bueno,Zan Majer
FC St. Gallen 1879 ,Bosnia & Herzegovina,Delantero,22,Muy bueno,Ermedin Demirovic
Extremadura UD ,Spain,Defensa lateral|Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),28,Bueno,Bastos
Portimonense SC ,Brazil,Defensa central,26,Bueno,Lucas Possignolo
SV Sandhausen ,Germany,Mediocampista lateral|Mediocampista ofensivo|Extremo (Extremo derecho),28,Bueno,Philip Türpitz
SC Paderborn 07 ,lbania,Mediocampista defensivo,30,Bueno,Klaus Gjasula
Hallescher FC ,Germany,Delantero|Defensa central|Mediocampista ofensivo,26,Bueno,Sebastian Mai
AS Nancy Lorraine ,Morocco,Mediocampista lateral|Mediocampista central|Mediocampista ofensivo,22,Bueno,Amine Bassi
Queens Park Rangers ,Morocco,Mediocampista lateral (Mediocampista derecho)|Mediocampista central|Mediocampista ofensivo,22,Bueno,Ilias Chair
Extremadura UD ,Spain,Mediocampista defensivo|Mediocampista lateral|Mediocampista central,24,Bueno,Olabe
Cerezo Osaka ,Japan,Defensa lateral|Mediocampista lateral,29,Bueno,Riku Matsuda
FC Dallas ,United States,Mediocampista lateral|Mediocampista central|Mediocampista ofensivo,20,Muy bueno,Paxton Pomykal
Guadalajara ,Mexico,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo derecho),22,Bueno,Uriel Antuna
Defensa y Justicia ,Argentina,Mediocampista lateral (Mediocampista derecho)|Delantero central|Extremo (Extremo izquierdo),22,Bueno,Nahuel Barrios
FC Barcelona ,Japan,Extremo (Extremo derecho)|Extremo (Extremo izquierdo),21,Muy bueno,Hiroki Abe
Oita Trinita ,Japan,Delantero|Delantero central,25,Bueno,Kei Chinen
FC Groningen ,Australia,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista central,24,Bueno,Ajdin Hrustic
LASK Linz ,Ghana,Delantero|Extremo (Extremo derecho)|Extremo (Extremo izquierdo),24,Bueno,Samuel Tetteh
FC Luzern ,Brazil,Defensa central,28,Bueno,Lucas
Colorado Rapids ,Ghana,Defensa central,25,Bueno,Lalas Abubakar
Cúcuta Deportivo ,Colombia,Portero,27,Bueno,Juan Camilo Chaverra
Patriotas Boyacá FC ,Colombia,Defensa central,23,Bueno,Óscar Cabezas
PAOK ,Greece,Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),22,Bueno,Lazaros Lamprou
San Jose Earthquakes ,United States,Defensa lateral|Defensa lateral (lateral derecha),25,Bueno,Nick Lima
Impact Montréal ,Nigeria,Delantero|Mediocampista lateral|Extremo (Extremo derecho),22,Bueno,Orji Okwonkwo
Junior FC ,Venezuela,Mediocampista ofensivo|Extremo (Extremo derecho),29,Bueno,Luis González
Tottenham Hotspur ,England,Defensa lateral|Defensa lateral (lateral derecha)|Defensa central,21,Muy bueno,Japhet Tanganga
FC Utrecht ,Netherlands,Portero,22,Muy bueno,Maarten Paes
Santa Clara ,Brazil,Delantero,24,Bueno,Guilherme Schettine
Brighton & Hove Albion ,Colombia,Defensa lateral|Mediocampista central,21,Muy bueno,Steven Alzate
Livorno ,Italy,Mediocampista ofensivo|Delantero central|Extremo (Extremo derecho),21,Muy bueno,Enrico Brignola
Panathinaikos FC ,Greece,Defensa central,24,Bueno,Achilléas Poúngouras
Lillestrøm SK ,Nigeria,Mediocampista central,23,Bueno,Ifeanyi Mathew
Club Atlas ,Peru,Defensa central,28,Bueno,Anderson Santamaría
