Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
Comedy,en,2006-04-07,5.8,squads; compete; try,The Benchwarmers
"Documentary, Music",en,2021-07-02,7.8,incredible; pride; 50,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)"
"Crime, Drama",en,2018-09-14,6.3,drugtrafficking; ultimately; police,White Boy Rick
"Horror, Thriller",ja,2000-01-22,6.2,provides; how; spirit,Ringu 0
"Adventure, Drama, Western",en,1948-01-15,8.0,gold; greed; named,The Treasure of the Sierra Madre
"Comedy, Crime",en,2013-09-20,6.2,just; some; well,The Art of the Steal
Horror,en,2002-06-10,4.7,destroying; victims; terror:,Wishmaster 4: The Prophecy Fulfilled
"Animation, Comedy, Science Fiction, TV Movie",en,2007-11-27,7.4,entirely!; artists; express,Futurama: Bender's Big Score
"Horror, Mystery, Thriller",en,2005-06-07,4.7,puzzle; article; apparently,Hellraiser: Deader
Drama,en,2013-05-01,7.2,mixed; ever; certain,Belle
"Adventure, Fantasy",en,1981-04-10,7.0,search; round; morte,Excalibur
"Science Fiction, Thriller, Horror",en,2007-04-05,6.9,threatened; sent; mission,Sunshine
"Science Fiction, Thriller, Mystery, Crime",en,2019-08-30,6.9,across; able; call,Don't Let Go
"Drama, Horror, Thriller",en,2017-09-28,5.7,understand; hearts; period,Flatliners
"Fantasy, Animation, Action, Science Fiction",ja,2017-07-22,6.9,search; best; iris,Magical Girl Lyrical Nanoha: Reflection
"Animation, Family",zh,2018-04-05,6.6,leave; curious; adventure,Cats
"Crime, Thriller",en,2001-09-07,5.9,retrieve; mobsters; corrupt,Knockaround Guys
Drama,ja,1983-04-15,4.7,private; shoelicking; carantenna,Woman with Pierced Nipples
"Science Fiction, Action, Adventure, Thriller",en,1996-11-22,7.3,stay; federation; orders,Star Trek: First Contact
"Thriller, Science Fiction, Drama, Mystery",en,2014-04-16,6.0,organization; goal; toward,Transcendence
"Drama, Romance",en,2016-08-26,6.1,swerves; evelyn; there,Kids in Love
"Comedy, Drama, Romance, Science Fiction",en,2012-06-22,6.6,decides; trip; alone,Seeking a Friend for the End of the World
"Animation, Adventure, Comedy",en,2019-11-01,6.2,warming; global; together,Arctic Dogs
"Horror, Thriller, Mystery",en,2006-12-15,5.1,begins; murder; eve,Black Christmas
"Horror, Thriller",en,2022-10-13,0.0,laurie; michael; events,Halloween Ends
"Action, Thriller, TV Movie",en,1971-11-13,7.4,turns; trip; angers,Duel
"Documentary, Music",ko,2020-10-14,8.5,journey; fought; hard,BLACKPINK: Light Up the Sky
"Comedy, Animation, Adventure, Drama",ja,2018-08-25,6.9,drawing; owner; hotel,Non Non Biyori: Vacation
"Adventure, Action, Comedy, Romance",en,1985-08-01,6.2,no; ostensibly; ralph,The Jewel of the Nile
"Drama, War",es,2019-08-15,6.7,milk; guns; hostage,Monos
"Crime, Horror, Thriller",en,2003-01-01,7.0,orderly; vile; play,Saw
"Family, Animation, Adventure, Comedy",en,2000-09-14,6.6,travel; eiffel; naughty,Rugrats in Paris: The Movie
"Horror, Comedy",en,1997-05-29,5.9,american; unwittingly; transform,An American Werewolf in Paris
"Romance, Comedy",en,2003-09-20,6.8,giving; starting; 35,Under the Tuscan Sun
"Drama, History",en,2021-01-14,6.9,britain's; uncertain; excavate,The Dig
"Thriller, Drama, Horror",en,2011-02-04,5.4,design; city; alarmed,The Roommate
"Drama, Romance, History",en,2020-03-11,6.6,discoveries—through; discovery; marriage,Radioactive
"Action, Comedy, Romance",en,2004-01-21,6.4,justice; teenage; villainess,D.E.B.S.
"Action, Science Fiction, Adventure",en,2017-07-11,4.8,serious; problems; permanent,The Humanity Bureau
"Comedy, Crime",en,1988-07-15,7.2,troubles; diamonds; realizes,A Fish Called Wanda
"Crime, Drama, Thriller",en,2019-03-15,6.7,nevertheless; gault; bonnie,The Highwaymen
Drama,en,1950-10-06,8.2,channing; glimpses; sees,All About Eve
Comedy,es,2017-08-11,7.2,gay; led; confesses,Do It Like An Hombre
"Comedy, Western",es,1951-02-05,8.0,rancher; margarito; returns,El Siete Machos
"Science Fiction, Adventure",en,1980-09-01,6.2,mates; travel; tyranny,Flash Gordon
"Romance, Comedy",en,2018-06-15,7.0,bosses; each; come,Set It Up
"Comedy, Crime, Mystery",en,2018-04-19,5.8,troopers; set; us,Super Troopers 2
Drama,en,2016-12-12,6.6,katherine; irresistible; suffocated,Lady Macbeth
Thriller,en,2022-01-17,5.0,herself; web; falls,Heatwave
"Adventure, Drama, Romance",en,2019-11-04,6.8,pilot; daredevil; discovery,The Aeronauts
"Crime, Drama, Action, Science Fiction",it,2016-02-25,7.5,jeeg; accidentally; contact,They Call Me Jeeg
"Comedy, Horror, Science Fiction",en,1988-04-29,5.9,bend; easter; countryfolk,Critters 2
"Comedy, Science Fiction, Adventure",en,2020-08-27,6.0,right; bill; rock,Bill & Ted Face the Music
Drama,en,2014-01-16,7.0,thousand; trail; pacific,Wild
"Comedy, Family",en,1968-04-24,6.7,widower; ten; ever,"Yours, Mine and Ours"
"Drama, Romance",fr,1977-10-14,4.3,shows; husband; amoral,Emmanuelle 3
"War, Action, Science Fiction",en,1980-01-31,6.6,1941—mere; pearl; manoeuvres,The Final Countdown
"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,1993-03-17,5.4,travel; uprising; legendary,Teenage Mutant Ninja Turtles III
"Science Fiction, Drama",ru,1979-05-25,8.3,deepseated; victim; laws,Stalker
"Adventure, Comedy, Drama",sv,2013-12-25,6.8,window; stuck; karlsson,The 100 Year-Old Man Who Climbed Out the Window and Disappeared
"Romance, Comedy, Family",en,1993-11-05,5.4,christmas; spend; kids,Look Who's Talking Now!
"Adventure, Comedy, Family",en,1995-03-24,6.3,job; local; losers,Major Payne
Horror,en,2021-01-29,6.0,come; terrified; haunt,Five Nights at Freddy's: Home Breach
Comedy,en,2019-05-24,7.1,peers; should; superstars,Booksmart
"Thriller, Drama",en,2016-01-04,6.0,desperate; single; gets,Standoff
"Drama, War, Romance, History",en,1956-08-21,6.6,including; 1812; families,War and Peace
"Adventure, Fantasy, Animation, Action, Thriller, Science Fiction, Family, TV Movie",en,2010-11-24,7.6,human; duncan; agility,Firebreather
"Horror, Comedy",en,1986-12-19,6.9,fellow; shop; mushnik's,Little Shop of Horrors
"Drama, Action, Crime",es,2008-10-10,7.7,drug; among; men,Straight from the Barrio
"Thriller, Action",en,2014-08-22,4.9,across; daughter; retired,The Prince
"Crime, Drama, Thriller",en,1993-02-26,7.3,does; breaks; lash,Falling Down
"Comedy, Western",it,1971-10-21,7.4,monastery; federal; steal,Trinity Is Still My Name
"Comedy, Science Fiction, Action, Adventure",en,1983-06-17,5.5,unexpected; develop; yields,Superman III
"Drama, Romance",it,2021-02-05,6.0,living; true; italy,The Last Paradiso
"Action, Adventure",en,1996-04-19,6.1,martial; competition; dragon,The Quest
"Adventure, Fantasy, Action",en,2009-09-16,5.9,fights; warrior; some,Solomon Kane
"Thriller, Crime",en,2019-12-25,6.0,need; penny; try,Line of Duty
"Comedy, Family, Adventure",en,2002-01-18,5.7,mountain; he's; or,Snow Dogs
Comedy,en,1996-03-01,6.1,even; submarine; flagship,Down Periscope
"Action, Horror, Comedy, Science Fiction, Thriller",en,1996-04-09,6.2,earl; wrangle; desert,Tremors 2: Aftershocks
"Action, Adventure, Comedy, Drama, Mystery",en,2005-04-06,5.8,depths; cross; ultimate,Sahara
"Action, Thriller, Crime",id,2018-10-05,6.9,massacre; assassin; sparing,The Night Comes for Us
"Action, Crime, Thriller",en,2016-07-01,5.8,robberyhomicides; purpose; suicidal,Marauders
"Drama, Horror",en,1993-08-27,6.2,each; deepest; than,Needful Things
"Comedy, Romance",en,2005-07-13,6.5,john; guests; meets,Wedding Crashers
"Comedy, Drama, Family",en,2015-10-05,6.6,totally; cheerful; how,The Great Gilly Hopkins
"Music, Fantasy, Action, Family",en,2010-11-24,5.2,set; 1920s; gives,The Nutcracker: The Untold Story
"Drama, Science Fiction, Romance",es,2017-04-07,5.8,destination; deep; technical,Orbiter 9
"Mystery, Drama",it,1968-09-04,7.1,household; every; or,Theorem
"Thriller, Adventure, Fantasy, Science Fiction, Romance",en,1960-05-25,7.4,divided; travels; hostile,The Time Machine
"Action, Drama, Mystery, Thriller",en,1996-06-21,6.0,guard; discovers; kruger,Eraser
"Fantasy, Horror, Comedy",en,1988-09-30,6.5,assets; aunt; breaks,"Elvira, Mistress of the Dark"
Horror,en,2020-06-04,5.9,surprising; solve; identity,The Candy Witch
"Documentary, Mystery, Crime",en,2020-09-30,7.3,watts; firsthand; raw,American Murder: The Family Next Door
Comedy,en,2000-10-17,4.8,population; scary; body,Shriek If You Know What I Did Last Friday the Thirteenth
"Comedy, Adventure, Fantasy",en,2015-11-20,6.1,city; yearly; tradition,The Night Before
Comedy,en,2012-12-25,5.9,behavior; agree; arise,Parental Guidance
"History, Drama",en,2011-12-26,6.4,power; price; thatcher,The Iron Lady
Horror,en,2013-09-08,6.4,brother's; committed; tries,Oculus
"Drama, Romance",te,2022-03-10,0.0,vikramaditya; apart; stars,Radhe Shyam
"Crime, Action, Thriller",en,2018-09-03,6.5,low; younger; strongarm,Dragged Across Concrete
"Action, Drama, Crime, Thriller, Mystery",en,1998-02-06,6.2,china; son; asked,The Replacement Killers
"Crime, Drama, Thriller",en,1971-12-23,7.2,stateside; old; escalate,Straw Dogs
Comedy,en,2007-09-21,6.5,modern; system; greek,Sydney White
"Action, Adventure, Comedy, Drama, Fantasy",zh,2005-05-11,6.3,violently; emperor; based,The Myth
"Comedy, Drama, Romance",en,2002-12-13,6.1,identity; after?; threaten,Maid in Manhattan
Action,en,2020-06-15,6.4,look; dark; mercenaries,Sniper: Assassin's End
Comedy,es,1986-02-07,7.1,capture; criminals; chicken,Los verduleros
"Science Fiction, Horror",en,1992-03-05,5.5,application; science; genius,The Lawnmower Man
"Comedy, Drama, Music",es,2019-12-24,8.1,legendary; imitator; womanizer,Out Of The Clear Blue Sky
"Action, Thriller",hi,2017-03-02,5.9,authorities; malaysia; few,Commando 2 -  The Black Money Trail
"Drama, Action, Crime",en,2014-09-26,5.6,ring; powerful; carter,Bad Country
"Horror, Thriller, Mystery",en,2009-06-12,5.7,searching; thrilled; real,The Hills Run Red
Comedy,en,1978-07-27,7.0,plans; fraternity; tau,Animal House
Western,en,1990-10-17,6.6,quigley; kill; real,Quigley Down Under
"Action, Thriller, Science Fiction",en,2009-09-03,5.7,regaining; ultimate; players,Gamer
"Comedy, Drama, Romance, Fantasy, Adventure",en,2016-06-24,6.9,making; duo; alone,Swiss Army Man
"Adventure, Horror",en,1977-07-22,6.2,sail; nolan's; fisherman's,Orca
"Drama, Horror, Romance",fr,2001-07-11,5.8,honeymooning; complicated; paris,Trouble Every Day
"Action, Comedy, Fantasy",en,2020-10-19,5.5,hit; old; lump,Fatman
"Fantasy, Adventure, Action, Mystery",fr,2010-04-09,6.1,popular; dealings; 20th,The Extraordinary Adventures of Adèle Blanc-Sec
"Action, Adventure, Science Fiction, Animation",ja,2017-11-17,6.3,giant; voyage; twentyyear,Godzilla: Planet of the Monsters
"Action, Drama, Mystery, Thriller, Crime",en,2003-04-18,6.5,sergeant; drill; gone,Basic
"Action, Science Fiction, Thriller, Crime",en,2010-03-18,6.3,payments; artificial; buy,Repo Men
"Animation, Family",en,2013-08-04,5.9,taleinspired; among; last,Tom and Jerry's Giant Adventure
"Comedy, Romance",en,2002-09-26,6.4,sneaks; determined; relationship,Sweet Home Alabama
"Fantasy, Adventure",en,2000-08-08,5.4,dragon; dream; hidden,DragonHeart: A New Beginning
"Fantasy, Drama",sv,1957-02-16,8.2,block; death; players,The Seventh Seal
Documentary,en,2011-04-06,5.9,slasher; moviegoers; 1996,Scream: The Inside Story
"Drama, Crime, Comedy",en,2018-10-19,6.8,turns; tastes; because,Can You Ever Forgive Me?
"Animation, Family",en,2005-01-18,6.6,earth; residents; inadvertantly,Tom and Jerry Blast Off to Mars!
"Comedy, Drama",en,2010-10-08,7.0,clinically; teenager; gets,It's Kind of a Funny Story
"Drama, History",en,2002-08-30,7.5,break; child; boys,The Magdalene Sisters
"Drama, Romance",en,2011-06-10,5.3,university; haunting; student,Sleeping Beauty
"Drama, War, Action",ru,2021-08-11,7.5,run; firsthand; sees,Hotsunlight
"Crime, Drama, Mystery, Thriller",en,1996-03-06,7.7,gets; taken; arrogant,Primal Fear
"Drama, Romance",fr,1992-01-22,6.8,lover; throughout; poor,The Lover
"Comedy, Action",ko,2009-04-04,6.3,experience; “suji”; jaejoon,My Girlfriend Is an Agent
"Animation, Comedy, Family, Romance",en,2020-02-29,7.6,heart; just; heroic,Maggie Simpson in Playdate with Destiny
"Science Fiction, Fantasy, Horror",en,2020-11-20,5.4,thirteen; times; united,Aztech
"Comedy, Romance",it,1985-10-15,5.3,taste; year's; owner,Miranda
"Drama, Thriller",en,1987-09-11,6.8,stand; begins; haunt,Fatal Attraction
"Comedy, Romance",en,2004-11-10,6.3,strange; voter; vacation,Bridget Jones: The Edge of Reason
Western,en,1976-07-14,7.5,wales; unprotected; prefers,The Outlaw Josey Wales
"Science Fiction, Comedy",en,2019-09-17,7.1,eve; departure; things,Peter's To-Do List
Drama,en,2016-12-28,7.3,brimming; savvy; enlists,20th Century Women
"Science Fiction, Action",en,2017-07-01,5.5,set; survive; humankind's,Revolt
"Adventure, Fantasy, Action",en,1985-04-09,5.3,hablac; barbarism; total,Red Sonja
Action,en,2019-08-29,5.4,shipment; botched; toughest,Running with the Devil
Documentary,en,2020-06-09,7.6,anniversary; rocky; behindthescenes,40 Years of Rocky: The Birth of a Classic
"Crime, Drama, Thriller",en,1991-05-24,6.7,brian; each; stephen,Backdraft
"Adventure, Action, Romance",en,1938-05-13,7.5,justice; robin; guy,The Adventures of Robin Hood
"Action, Thriller",en,1988-04-08,6.1,unorthodox; nico; policeman,Above the Law
"Action, Adventure, Fantasy, Animation",ja,2012-02-03,7.3,band; band; little,Berserk: The Golden Age Arc I - The Egg of the King
"Family, Animation, Comedy, Fantasy, Music, Mystery",en,2003-03-04,7.2,concert; australia; attended,Scooby-Doo! and the Legend of the Vampire
"Action, Adventure, Crime, Thriller",en,2006-03-01,6.4,getting; running; there,16 Blocks
Comedy,en,2014-05-08,7.1,refusing; suddenly; chef,Chef
Music,es,2021-06-03,8.3,composer; region; singer,Juan Luis Guerra 4.40: Entre Mar y Palmeras
"Animation, Fantasy, Science Fiction",ja,2004-07-17,6.9,grandfather; related; mid19th,Steamboy
Drama,en,2014-12-24,7.0,phenomenal; 1960s; keane,Big Eyes
Drama,da,2019-03-27,6.7,escalating; dangerous; dedicated,Queen of Hearts
"Drama, Romance",en,2017-06-08,5.7,falling; englishman; under,My Cousin Rachel
"Crime, Drama, Thriller",en,2006-01-27,6.6,jake's; go; 'stolen,Alpha Dog
"Action, Drama, Thriller",es,2020-12-18,6.3,thriller; criminals; spanish,Sky High
Comedy,es,2018-11-16,7.6,tries; associates; businesswoman,Crazy About Work
"Thriller, Science Fiction, Drama",en,2014-03-14,6.1,alien; spell; prey:,Under the Skin
"Drama, Romance",it,1988-11-17,8.5,friendship; deep; village's,Cinema Paradiso
"Drama, Music",en,1987-07-24,7.2,brother; roll; crash,La Bamba
"Action, Comedy, Crime",en,2008-01-17,6.4,destroyed; steal; federal,Mad Money
Comedy,en,2005-12-21,6.2,jane; face; hurt,Fun with Dick and Jane
"Action, Adventure, Comedy, Crime",cn,1983-07-07,6.8,business; trying; control,Winners & Sinners
"Comedy, Music",en,1993-12-10,6.1,wayne; access; message,Wayne's World 2
"Comedy, Romance",en,2002-06-28,5.8,uncle; quickly; babe,Mr. Deeds
"Action, Crime, Drama, Thriller",en,2010-08-26,6.2,officer; (paul; heist,Takers
"Comedy, Science Fiction, Adventure, Family",en,2008-07-08,5.3,miniature; smitten; spaceship,Meet Dave
"Action, Comedy, Crime",en,2008-08-06,6.6,commit; stoner; run,Pineapple Express
"Family, Mystery, Animation, Comedy, Action, Fantasy",en,2009-04-07,7.9,circling; supernatural; extraordinary,Scooby-Doo! and the Samurai Sword
Comedy,en,2016-08-12,5.5,carter; los; crazy,Amateur Night
Drama,en,1979-12-19,7.6,ted; billy; joanna,Kramer vs. Kramer
"Horror, Fantasy, Romance",ru,2018-07-12,6.2,few; drowned; evil,The Mermaid: Lake of the Dead
"Family, Fantasy, Horror",en,2016-09-06,6.1,devious; earth; pals,Mostly Ghostly 3: One Night in Doom House
"Animation, Drama",ja,2003-12-29,7.9,alcoholic; three; handful,Tokyo Godfathers
"Horror, Mystery, Science Fiction",en,1978-12-19,7.2,different; open; 'replacement',Invasion of the Body Snatchers
Comedy,en,2012-07-03,6.3,going; 15th; valedictorian,Mac & Devin Go to High School
"Action, Thriller",en,1996-04-19,6.6,columbus; gang; kings,The Substitute
"War, Drama",no,2017-12-25,7.3,scandinavia; dead; eleven,The 12th Man
"Drama, Romance",en,1958-04-03,7.1,make; blood; son,"The Long, Hot Summer"
"History, Fantasy, Drama",en,2019-10-15,5.5,invading; want; escape,The Viking War
"Action, Adventure, Comedy, Drama",zh,2016-07-01,7.2,hotelbombing; ayo; chasing,Bounty Hunters
"Thriller, Horror",en,2017-07-20,5.4,expensive; miraculous; phenomena,Amityville: The Awakening
"Drama, History, Comedy",en,2018-12-25,7.1,résumé; newfound; mate,Vice
"Drama, Action, Crime",en,2006-09-15,7.0,leadership; center; teenagers,Gridiron Gang
"Family, Animation, Comedy, Mystery",en,2016-08-09,7.8,visit; long; occur,Scooby-Doo! and WWE: Curse of the Speed Demon
"Comedy, Science Fiction",zh,2011-10-06,4.9,future; 2011; pregnant,The 33D Invader
Drama,en,2013-11-08,7.5,others; adoptive; jewish,The Book Thief
"Drama, Music, Mystery, Romance",en,1986-03-14,7.3,legendary; robert; guitar,Crossroads
"Drama, Romance",hi,2016-11-23,7.1,cinematographer; perspective; unconventional,Dear Zindagi
"Action, Adventure, Drama, Family",en,1991-01-18,6.7,mixed; hunter; between,White Fang
"Fantasy, Drama, Comedy, Family",en,1994-11-11,6.4,calvin; roof; convince,The Santa Clause
Western,en,1962-10-01,7.1,1830s; american; civil,How the West Was Won
Comedy,en,2000-08-11,6.6,screwed; guys; were,The Replacements
"Adventure, Comedy, Family, Animation",fr,2017-07-26,6.3,mother; koala; baboons,The Jungle Bunch
"Comedy, Drama, Science Fiction",en,1985-06-21,6.6,cocoons; alien; youthful,Cocoon
"Animation, Action, Fantasy, Drama, Romance",ja,2019-01-12,6.7,sakura; motion; tohsaka,Fate/stay night: Heaven's Feel II. Lost Butterfly
"Drama, Crime, Thriller, Mystery",en,2016-01-22,4.9,latina; things; police,Exposed
Horror,en,1961-05-01,6.5,conceived; raised; mute,The Curse of the Werewolf
"Drama, History",en,2021-10-21,7.1,forever; psychedelic; wain,The Electrical Life of Louis Wain
"Animation, Adventure",ja,1999-03-06,7.5,hatches; strange; change,Digimon Adventure
"Action, Comedy",cn,1994-10-13,6.8,locate; reject:; stolen,From Beijing with Love
"Thriller, Crime, Mystery",en,2007-09-14,7.4,child; dies; journal,Eastern Promises
Drama,en,2017-10-06,7.4,times; ragtag; six,The Florida Project
Drama,sv,1957-12-26,8.1,sara; doctor; alma,Wild Strawberries
Science Fiction,en,2018-05-21,4.6,future; row; forced,The Jurassic Games
"Comedy, War",fr,1966-12-08,7.9,demarcation; troops; cross,La Grande Vadrouille
Drama,ko,2008-12-30,6.9,make; pressured; instead,A Frozen Flower
"Comedy, Music",en,2020-08-07,7.7,father's; herself; late,Work It
"Family, Comedy",en,2004-10-21,7.0,puppy; parents; dogs,Chestnut: Hero of Central Park
Drama,en,1985-12-18,7.8,forty; celie's; off,The Color Purple
"Music, Drama",en,2021-01-14,5.7,crafted; each; spectrum,Music
"Comedy, Crime, Action",en,2016-05-15,7.1,eye; fading; uncovers,The Nice Guys
"Comedy, Drama, Music, Romance",en,2012-06-13,6.2,meet; small; pursuing,Rock of Ages
Drama,en,2001-12-10,6.8,both; fresh; ultimate,Ali
"Action, Thriller, Crime, Adventure",en,1998-09-25,6.9,–; briefcase; liaison,Ronin
"Animation, Comedy, Adventure, Family",fr,2019-04-03,7.2,survival; mission; separated,Astro Kid
"TV Movie, Comedy, Romance",en,2017-03-24,7.2,britain; us; events,Red Nose Day Actually
Documentary,fr,2017-06-28,7.7,france; director; unlikely,Faces Places
"Drama, Crime, Music",ru,1997-12-12,7.6,asking; victor; danila,Brother
"Adventure, Comedy, Family",en,2003-08-18,4.4,ursula; civilization; son,George of the Jungle 2
"Family, Mystery, Comedy, Fantasy",en,2020-01-25,6.2,friend; believes; best,Timmy Failure: Mistakes Were Made
"Animation, Adventure, Action, Fantasy",en,2021-08-12,5.9,balance; fights; destruction,Monster Hunter: Legends of the Guild
"Action, Adventure, Drama, Thriller",en,2000-06-29,6.4,andrea; atlantic; sea,The Perfect Storm
"Drama, Comedy, TV Movie",en,2011-12-06,7.4,realize; rock; mo,Lemonade Mouth
"Thriller, Drama",en,2017-03-16,5.6,nothing; willing; seems,Vengeance: A Love Story
"Adventure, History, Action",en,2020-05-08,6.3,patrols; entrusted; men,The Legion
"Drama, Romance, Crime",en,2016-10-14,7.2,dangerous; he's; agrees,Priceless
"Music, Animation, Family, Fantasy",en,2015-01-23,7.1,works; devious; bog,Strange Magic
